Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
2009,7.09,7.61,86275,Petrol,Individual,Manual,0
2013,7.33,13.56,157661,,,Automatic,1
2003,44.56,48.7,195744,Petrol,Dealer,Manual,0
2009,11.1,19.63,42113,Petrol,Individual,Manual,0
2014,24.63,28.73,143165,Petrol,Individual,Automatic,1
2009,27.18,35.51,180012,Petrol,Individual,Manual,1
2009,32.65,37.37,126182,CNG,Dealer,Manual,0
2012,32.52,34.71,24792,CNG,Individual,Automatic,0
2018,15.4,17.51,108112,CNG,,Automatic,1
2010,,6.47,184273,CNG,Dealer,Manual,2
2011,12.55,14.8,153099,Petrol,Dealer,Manual,2
2011,8.94,11.3,73381,Diesel,,Automatic,1
2004,3.33,,138882,Petrol,Dealer,Automatic,0
2015,2.01,2.2,147300,Diesel,Dealer,Manual,0
2015,30.75,46.85,36225,Diesel,Dealer,Automatic,0
2006,21.86,46.13,27187,Petrol,Individual,Manual,0
2014,2.2,3.47,136313,Petrol,Individual,Manual,0
2019,6.94,9.48,151565,Petrol,Individual,Automatic,0
2004,5.61,7.84,11729,Petrol,Individual,Manual,0
2015,10.58,14.78,13549,CNG,Dealer,Manual,1
2020,5.95,11.0,39013,Diesel,,Manual,0
2017,35.42,47.35,25347,Petrol,Individual,Manual,0
2010,4.6,5.12,169280,Petrol,Dealer,Automatic,0
2017,6.98,11.37,65772,Petrol,Individual,Manual,0
2003,3.7,4.96,41378,CNG,Individual,Manual,1
2022,26.2,49.04,2998,CNG,Dealer,Automatic,0
2012,,46.0,192342,Petrol,Trustmark Dealer,Manual,0
2014,26.08,36.11,182355,Diesel,Individual,Automatic,1
2007,9.32,21.87,166832,Diesel,Individual,Manual,0
2011,8.24,10.32,113172,Petrol,Dealer,Manual,1
2010,,11.85,115100,CNG,Dealer,Automatic,0
2018,13.7,22.71,157161,Petrol,Trustmark Dealer,Manual,0
2016,24.2,38.64,116400,Petrol,Individual,Automatic,0
2015,12.64,13.97,28737,Petrol,Individual,Automatic,0
2023,6.61,16.23,197822,,Individual,Manual,0
2015,21.58,30.4,39514,Petrol,Individual,Manual,0
2007,11.48,12.65,194854,Diesel,Individual,Automatic,0
2018,26.75,29.63,190019,Diesel,Dealer,Manual,1
2013,14.41,19.97,188205,Diesel,Individual,Manual,0
2007,1.63,,168609,Diesel,Individual,Automatic,0
2015,9.42,20.73,124549,Petrol,Trustmark Dealer,Automatic,3
2013,22.83,46.06,51232,Petrol,,Manual,0
2021,11.89,15.36,95766,Petrol,Dealer,Manual,0
2005,6.88,16.82,11461,Petrol,Dealer,Manual,1
2017,3.75,4.23,83394,CNG,,Manual,0
2009,22.53,31.14,10323,CNG,Individual,Automatic,1
2009,18.1,42.61,179355,Petrol,Dealer,Automatic,0
2008,9.73,18.29,38040,Diesel,,Manual,0
2005,9.28,12.77,140750,Diesel,Individual,Automatic,0
2015,20.09,47.87,146821,CNG,Dealer,Automatic,1
2009,,,86028,Petrol,Individual,Automatic,0
2007,26.08,28.79,93734,,Dealer,Manual,0
2020,14.83,15.97,91896,Petrol,Dealer,Automatic,3
2010,9.5,11.82,86793,Petrol,Dealer,Automatic,0
2019,31.43,36.07,77699,Petrol,Individual,Automatic,1
2022,19.55,26.57,105835,Petrol,Trustmark Dealer,Manual,1
2003,17.29,26.51,85321,Petrol,Individual,Automatic,0
2016,3.65,4.61,159989,Petrol,Dealer,Automatic,0
2019,13.66,26.1,192487,Diesel,Dealer,Manual,3
2012,19.02,,118004,Diesel,Individual,Manual,1
2014,38.81,47.39,189400,CNG,Dealer,Automatic,0
2018,5.78,6.23,123297,Petrol,Individual,Manual,0
2016,22.91,31.93,18585,CNG,Dealer,Manual,0
2018,19.2,28.85,148732,Diesel,Dealer,Manual,1
2010,30.97,44.63,189722,Petrol,Dealer,Manual,0
2012,25.07,37.81,96781,Diesel,,Automatic,0
2019,31.07,48.3,116318,Diesel,Dealer,Automatic,0
2020,44.24,48.04,118273,Petrol,Dealer,Manual,0
2022,8.01,12.06,3757700,Diesel,Individual,Manual,1
2018,16.25,36.54,188665,Diesel,Individual,Manual,1
2019,22.17,27.0,7968,CNG,Trustmark Dealer,Manual,0
2018,7.09,11.52,68249,CNG,Dealer,Manual,0
2021,8.34,10.55,141312,Diesel,Dealer,Automatic,2
2010,3.57,4.97,174615,Diesel,Individual,Automatic,1
2008,31.67,39.98,37119,CNG,,Automatic,1
2008,7.34,16.9,2147940,CNG,Individual,Automatic,0
2023,,42.99,162110,Diesel,Dealer,Automatic,0
2011,18.74,30.81,14100,Diesel,Individual,Manual,0
2006,26.57,34.01,43794,Petrol,Dealer,Automatic,2
2014,,15.29,105519,Diesel,Individual,Automatic,0
2014,14.94,23.41,49121,Petrol,Trustmark Dealer,Manual,2
2019,19.92,21.2,10143,Petrol,Trustmark Dealer,Automatic,0
2017,6.5,12.55,60376,Petrol,Individual,Manual,0
2011,36.21,41.79,84144,Petrol,Trustmark Dealer,Automatic,0
2009,26.88,31.48,107528,Petrol,Individual,Manual,0
2012,2.52,2.83,83016,Diesel,Dealer,Manual,2
2018,37.2,41.18,131604,Diesel,Individual,Manual,0
2014,4.21,6.2,79737,Petrol,Individual,Automatic,0
2009,16.11,20.78,69677,Diesel,Dealer,Automatic,0
2020,21.46,28.99,130940,CNG,Individual,Manual,0
2017,0.78,1.37,93889,Petrol,Individual,Automatic,0
2008,18.27,32.99,78006,Petrol,Individual,Manual,0
2014,19.59,33.33,148627,Petrol,Individual,Manual,0
2013,17.15,32.97,186077,CNG,Dealer,Manual,0
2022,,9.01,1922660,Petrol,Dealer,Manual,3
2005,12.59,13.53,31090,CNG,Individual,Manual,0
2004,11.51,13.12,178407,Petrol,Individual,Automatic,1
2008,24.97,48.04,26476,Petrol,Dealer,Manual,1
2007,1.85,,196847,Petrol,Dealer,Manual,2
2020,17.97,,65004,Petrol,,Manual,0
2018,26.85,43.69,194545,Diesel,Individual,Manual,0
2010,33.03,38.7,75469,Petrol,Dealer,Manual,0
2022,,41.3,121119,Petrol,Dealer,Manual,0
2013,36.19,48.64,172377,Petrol,Individual,Manual,0
2012,10.8,19.98,126494,Diesel,Dealer,Automatic,0
2014,7.39,16.17,76650,Diesel,Dealer,Manual,1
2023,1.35,2.5,44657,Diesel,Trustmark Dealer,Automatic,0
2008,5.68,8.35,124270,CNG,Individual,Manual,2
2022,,28.54,100262,Petrol,Dealer,Manual,0
2007,3.8,8.73,163930,Petrol,Individual,Automatic,1
2011,18.91,37.08,120358,Petrol,Dealer,Manual,1
2018,2.1,2.82,173375,Petrol,Individual,Automatic,0
2016,7.78,13.71,135553,Petrol,Dealer,Manual,2
2010,30.6,,63841,CNG,,Manual,0
2022,6.44,13.52,8931,,Dealer,Manual,3
2021,34.13,36.71,107951,,Dealer,Manual,0
2016,44.91,49.8,55694,Petrol,Individual,Manual,1
2009,35.58,40.06,9635,Diesel,Individual,Automatic,0
2007,8.79,17.75,46252,CNG,Individual,Manual,0
2020,26.23,45.13,191826,Petrol,Individual,Manual,0
2004,2.96,3.51,70017,Petrol,Individual,Automatic,0
2013,30.84,36.53,154149,CNG,Individual,Manual,0
2010,1.69,2.14,67953,CNG,Individual,Manual,1
2003,61.7,9.55,88776,Petrol,Dealer,Automatic,1
2014,28.22,49.39,74212,Petrol,Individual,Automatic,0
2004,17.37,,73547,Petrol,Individual,Automatic,0
2020,19.64,41.2,187933,Diesel,Trustmark Dealer,Manual,0
2009,,19.43,149126,Petrol,Individual,Manual,0
2019,,,55565,CNG,Individual,Manual,0
2016,39.92,48.31,56153,Petrol,Individual,Automatic,1
2009,9.63,22.34,150740,Diesel,Dealer,Automatic,1
2005,19.78,28.41,173131,Diesel,Trustmark Dealer,Manual,0
2008,19.14,31.8,184011,Petrol,Dealer,Manual,1
2022,22.51,46.81,116095,Petrol,Dealer,Manual,3
2004,10.96,13.58,163970,Petrol,Dealer,Manual,2
2019,13.32,30.95,100281,Diesel,,Manual,1
2014,9.73,16.91,49561,Petrol,Dealer,Manual,0
2014,8.25,11.63,88473,Diesel,Dealer,Manual,0
2019,3.21,5.16,124022,Diesel,Individual,Automatic,0
2012,17.04,31.41,130552,,Individual,Manual,0
2005,40.21,44.22,24836,,Individual,Manual,1
2022,16.62,18.22,61420,Diesel,,Manual,3
2020,17.66,28.08,9911,Diesel,Dealer,Manual,0
2015,20.01,32.46,158107,Petrol,Dealer,Manual,0
2014,12.13,21.32,157065,Diesel,Individual,Automatic,0
2019,39.41,45.26,92216,Petrol,Dealer,Automatic,1
2006,13.38,18.78,181768,Diesel,Dealer,Manual,0
2012,3.2,7.13,74080,Petrol,Individual,Automatic,0
2013,,,23289,Diesel,Individual,Manual,0
2008,31.0,44.65,32346,Diesel,Dealer,Automatic,2
2008,31.06,49.41,190188,Petrol,,Manual,0
2011,8.88,15.16,26644,Petrol,Dealer,Manual,1
2017,3.66,8.04,29279,Petrol,Dealer,Manual,0
2004,22.81,24.63,96446,Petrol,Dealer,Automatic,1
2006,28.89,35.77,49638,Diesel,Individual,Manual,0
2007,14.65,31.01,114917,Diesel,Individual,Manual,2
2019,32.43,47.6,35341,Petrol,Individual,Automatic,1
2010,28.98,,120660,Petrol,Individual,Manual,0
2010,21.46,43.58,119481,Diesel,Individual,Automatic,0
2014,17.49,27.54,155975,Petrol,Dealer,Manual,0
2023,12.87,17.04,101957,CNG,Individual,Automatic,0
2010,19.68,35.39,198148,Petrol,Individual,Manual,1
2021,13.11,22.51,35979,Diesel,Individual,Automatic,3
2005,7.05,15.1,126576,,Dealer,Manual,1
2020,5.31,8.46,107626,Petrol,Individual,Automatic,0
2023,19.38,26.87,66109,Petrol,Individual,Manual,0
2021,13.98,30.12,110239,Diesel,Individual,Manual,1
2021,21.31,28.87,194015,Petrol,Individual,Manual,3
2017,4.15,6.71,153999,Diesel,Individual,Manual,0
2008,,28.93,70356,Petrol,Individual,Manual,0
2018,5.3,9.25,157473,Petrol,Individual,Automatic,0
2010,23.89,33.52,183942,Petrol,Individual,Automatic,0
2018,16.24,22.04,163773,Petrol,,Manual,0
2020,33.21,42.59,74226,Petrol,Trustmark Dealer,Manual,0
2022,31.95,39.14,104658,Petrol,Individual,Automatic,0
2018,17.33,36.49,136298,Diesel,Dealer,Automatic,0
2013,32.9,35.34,91808,CNG,,Manual,0
2009,24.59,28.46,108533,Diesel,Trustmark Dealer,Manual,1
2019,2.83,3.99,198421,Petrol,Dealer,Manual,0
2019,,33.12,119525,Petrol,Dealer,Automatic,1
2014,14.57,23.88,159075,Petrol,Individual,Manual,0
2015,10.06,24.01,98571,Petrol,Dealer,Automatic,0
2012,15.65,19.57,190599,Petrol,Individual,Manual,3
2009,42.74,46.52,186790,Petrol,Individual,Manual,1
2016,6.46,13.22,89601,Petrol,Dealer,Automatic,1
2003,12.45,16.51,69160,Petrol,Individual,Manual,1
2019,40.84,,6505,Petrol,Individual,Manual,0
2006,36.54,40.7,145453,Petrol,Individual,Manual,1
2023,0.93,1.69,8549,,Dealer,Manual,0
2007,21.37,45.4,52149,Diesel,Individual,Automatic,1
2022,6.49,,142275,Petrol,Individual,Manual,0
2009,25.54,35.59,190664,Petrol,Dealer,Manual,1
2012,25.44,,188899,Petrol,Individual,Manual,1
2019,19.67,27.3,144000,Petrol,Trustmark Dealer,Manual,1
2009,32.77,36.18,14457,Diesel,Individual,Manual,0
2003,9.18,11.15,126293,Petrol,Individual,Manual,0
2009,6.41,8.79,123465,Petrol,Individual,Manual,2
2013,13.57,32.94,169183,Diesel,Dealer,Manual,0
2011,8.89,15.24,25587,Petrol,Dealer,Manual,0
2014,21.03,,60354,,Dealer,Manual,0
2005,13.35,23.12,102911,Diesel,Dealer,Manual,0
2006,2.81,6.47,26312,Petrol,Individual,Automatic,1
2006,17.03,34.6,67045,Petrol,Dealer,Automatic,2
2015,10.01,16.0,108764,Diesel,Individual,Automatic,0
2021,5.66,8.28,138166,CNG,Trustmark Dealer,Manual,1
2012,11.28,21.72,78994,Diesel,Individual,Automatic,0
2007,38.74,48.25,39513,Petrol,Individual,Manual,1
2009,15.33,21.16,71446,Petrol,Dealer,Manual,1
2018,14.06,18.02,7572,Diesel,Individual,Manual,1
2003,182.89999999999998,22.78,169140,Petrol,Individual,Manual,0
2014,1.27,1.59,141153,Petrol,Dealer,Manual,0
2004,6.88,7.52,85872,Diesel,,Manual,2
2009,,42.63,159985,Petrol,Individual,Automatic,0
2013,,48.92,41378,Diesel,Individual,Manual,0
2015,3.95,8.74,183968,Diesel,,Manual,0
2004,19.77,27.24,63189,Petrol,Trustmark Dealer,Manual,1
2009,29.85,48.35,27084,Diesel,Individual,Manual,1
2017,5.83,8.67,98240,Diesel,Dealer,Manual,0
2013,5.0,10.13,61681,Petrol,Individual,Manual,1
2004,35.13,46.41,23418,Petrol,Individual,Manual,1
2009,26.35,35.58,174799,Petrol,Individual,Automatic,0
2006,4.61,8.45,75860,CNG,Individual,Manual,0
2013,13.3,20.28,164304,Petrol,Dealer,Manual,0
2004,3.35,3.76,198809,Petrol,Dealer,Automatic,0
2018,18.32,22.2,83168,,Individual,Manual,0
2009,20.53,39.12,140075,Petrol,Dealer,Manual,1
2015,24.86,28.14,158543,Petrol,Individual,Manual,2
2007,14.3,32.72,63468,Petrol,Individual,Manual,1
2019,10.68,17.01,186500,Petrol,Dealer,Manual,0
2023,3.96,8.91,156877,Petrol,Individual,Automatic,1
2014,1.49,1.64,69211,Diesel,Individual,Manual,0
2021,17.42,41.24,76012,Diesel,Dealer,Manual,1
2009,15.56,32.2,20259,Petrol,Individual,Automatic,2
2008,11.06,12.24,172134,Diesel,Individual,Automatic,1
2010,15.48,21.5,50179,,Individual,Manual,0
2015,33.72,40.27,175930,Petrol,Individual,Manual,0
2007,11.21,27.4,198117,Petrol,Individual,Automatic,1
2004,9.91,15.71,81099,Petrol,Dealer,Automatic,0
2011,13.27,14.09,149096,Petrol,Individual,Manual,0
2013,8.38,11.66,62980,Petrol,Individual,Manual,0
2008,35.87,41.36,86170,Petrol,Individual,Manual,1
2009,27.44,29.51,70283,Petrol,,Manual,0
2009,27.77,35.75,52871,Petrol,Dealer,Automatic,0
2021,25.04,43.15,21287,CNG,Individual,Manual,0
2008,28.12,49.36,26887,Petrol,Dealer,Manual,0
2013,5.81,13.22,129493,Diesel,Individual,Manual,0
2013,6.26,9.86,125370,Petrol,Individual,Manual,1
2009,,23.64,18802,Petrol,Individual,Manual,1
2004,1.8,2.72,74135,CNG,Dealer,Manual,2
2021,35.85,39.79,10650,Diesel,Dealer,Automatic,0
2006,37.63,44.3,151915,Petrol,Dealer,Automatic,0
2008,32.59,34.62,186128,Petrol,Individual,Manual,0
2019,13.02,14.13,162304,Petrol,Trustmark Dealer,Automatic,0
2007,5.54,7.03,172152,Diesel,Dealer,Manual,0
2009,17.35,,106646,Petrol,Individual,Manual,0
2011,33.94,41.83,44527,Diesel,Dealer,Automatic,1
2003,14.2,18.04,43297,Diesel,Individual,Manual,0
2003,2.13,2.68,160340,Petrol,Individual,Manual,0
2021,11.5,14.44,30185,Diesel,Dealer,Manual,1
2008,30.14,49.51,118769,Diesel,Individual,Automatic,0
2020,21.62,34.16,132418,Petrol,Individual,Manual,0
2012,25.36,45.14,181340,Petrol,Dealer,Manual,2
2013,18.77,38.97,44418,Diesel,Dealer,Manual,0
2003,17.9,,10612,Petrol,Dealer,Manual,0
2003,7.42,8.29,174886,Diesel,Individual,Manual,0
2015,13.71,,86002,Petrol,Trustmark Dealer,Manual,0
2007,,29.6,133703,Petrol,Dealer,Manual,0
2022,36.94,43.66,199607,CNG,Individual,Manual,0
2003,12.96,14.17,58211,Petrol,Dealer,Automatic,2
2022,5.94,6.94,147524,,Dealer,Manual,0
2005,22.71,28.38,79105,Diesel,Individual,Manual,0
2020,4.66,9.65,172972,Diesel,Individual,Manual,2
2011,18.3,30.91,154554,Petrol,Dealer,Manual,0
2016,9.89,13.91,36472,Diesel,Individual,Manual,0
2019,5.45,12.32,88460,Petrol,,Automatic,0
2016,9.43,20.56,119123,Diesel,Individual,Automatic,0
2006,27.48,30.07,173242,,Individual,Manual,0
2007,21.8,27.72,199385,Petrol,Dealer,Automatic,0
2023,7.16,12.99,81379,Diesel,Individual,Automatic,0
2019,25.9,44.66,167987,Diesel,Dealer,Automatic,3
2004,3.9,6.38,96554,Diesel,Dealer,Automatic,0
2007,1.29,2.93,9057,Petrol,Dealer,Manual,1
2006,24.62,30.53,19883,CNG,Dealer,Manual,0
2006,,7.05,181910,Petrol,Dealer,Automatic,0
2008,21.69,25.74,61014,Petrol,Individual,Manual,0
2022,41.22,47.64,153522,CNG,Dealer,Manual,2
2023,26.46,35.23,157577,Petrol,Dealer,Manual,1
2015,25.74,31.26,193529,Petrol,,Automatic,0
2007,14.42,29.17,157962,CNG,Individual,Manual,3
2009,7.02,9.8,184057,CNG,Dealer,Manual,1
2022,17.14,22.2,109269,Diesel,Individual,Manual,3
2003,13.58,17.78,36013,Petrol,Individual,Manual,1
2016,22.16,47.7,166025,Petrol,Dealer,Manual,0
2006,7.59,12.87,134536,Petrol,,Automatic,1
2019,13.95,24.1,75111,Petrol,Trustmark Dealer,Automatic,3
2023,33.58,46.97,113839,Petrol,,Automatic,0
2016,32.56,39.67,47825,Petrol,,Manual,1
2018,34.45,48.26,161638,Petrol,Individual,Manual,0
2016,25.11,30.81,95035,Petrol,Individual,Automatic,0
2018,7.89,17.36,2521,Diesel,Individual,Automatic,0
2022,36.65,41.51,18363,Petrol,Individual,Automatic,0
2010,10.62,15.28,81938,Diesel,Individual,Manual,1
2005,3.82,9.07,123159,Petrol,Dealer,Manual,0
2021,,35.61,143534,Petrol,Individual,Automatic,0
2003,22.12,32.31,74109,Petrol,Individual,Manual,1
2004,22.97,44.07,183177,Petrol,Dealer,Manual,2
2017,39.49,48.13,55698,Petrol,Individual,Automatic,0
2012,39.28,43.0,159175,Diesel,Individual,Automatic,0
2020,2.28,3.94,120511,Petrol,Trustmark Dealer,Manual,0
2016,22.54,33.56,148579,CNG,Individual,Manual,0
2019,18.56,39.45,97783,Diesel,Dealer,Automatic,1
2015,44.76,49.11,195173,Petrol,Dealer,Manual,3
2003,11.14,19.36,99829,Petrol,Dealer,Automatic,0
2007,4.73,9.32,117774,Diesel,Individual,Automatic,0
2015,28.38,42.79,180398,Diesel,,Automatic,1
2016,7.02,16.56,142419,Diesel,Individual,Manual,0
2005,16.34,30.31,7099,Diesel,Individual,Manual,0
2017,8.79,20.1,76104,Petrol,Dealer,Manual,1
2021,9.73,20.71,5406,Petrol,Dealer,Manual,0
2019,17.03,,160109,Diesel,Trustmark Dealer,Manual,0
2005,16.46,18.71,103439,Petrol,Individual,Manual,0
2018,31.87,34.96,189250,Petrol,Individual,Manual,2
2016,1.12,1.7,136948,Diesel,Individual,Manual,0
2014,12.63,16.91,91692,Petrol,Individual,Manual,0
2014,13.02,16.63,162943,Petrol,Individual,Manual,0
2013,23.19,37.69,97442,Diesel,Dealer,Manual,0
2019,9.91,16.41,103829,Petrol,Individual,Automatic,0
2010,24.71,32.03,113631,Diesel,Individual,Manual,2
2019,21.09,34.74,45895,Diesel,Dealer,Manual,0
2023,23.93,33.26,44760,Petrol,Trustmark Dealer,Manual,1
2022,20.88,30.56,47306,,Dealer,Manual,0
2013,14.64,21.27,76179,Diesel,Individual,Manual,0
2004,16.52,19.29,148659,Petrol,Individual,Manual,0
2012,22.56,28.66,77554,Petrol,Individual,Automatic,0
2012,3.82,,136285,CNG,Dealer,Manual,2
2013,36.67,43.92,142116,Diesel,,Automatic,0
2008,19.9,41.44,132015,Petrol,Dealer,Automatic,1
2006,14.49,17.97,45425,Petrol,Dealer,Manual,2
2014,22.04,28.77,153448,CNG,Dealer,Manual,0
2013,35.26,46.68,23590,Diesel,Dealer,Manual,0
2015,9.51,14.31,44403,,Trustmark Dealer,Automatic,0
2007,,37.38,27628,Diesel,Individual,Manual,0
2008,4.66,5.05,90421,Petrol,Dealer,Manual,1
2003,23.15,26.65,106763,Petrol,Trustmark Dealer,Automatic,1
2008,29.59,44.31,134264,Petrol,Dealer,Manual,1
2020,13.66,28.03,153505,Petrol,Dealer,Manual,0
2011,26.63,31.2,85629,Diesel,Dealer,Manual,0
2017,28.96,45.47,125062,Petrol,Individual,Manual,1
2010,22.15,36.05,31617,Diesel,Individual,Manual,2
2021,26.89,35.1,108454,Petrol,Dealer,Manual,1
2018,24.3,29.73,163754,Petrol,Dealer,Manual,0
2008,13.91,32.02,11250,Petrol,Individual,Manual,0
2008,33.2,40.38,33836,Petrol,Individual,Automatic,2
2005,39.36,48.98,113319,Petrol,Individual,Manual,0
2012,28.94,39.97,68173,Petrol,Individual,Manual,0
2003,20.91,35.67,128939,Diesel,,Manual,0
2016,3.75,7.64,107761,Diesel,Individual,Automatic,0
2006,18.73,41.04,7251,Diesel,Individual,Manual,0
2014,14.85,37.06,102429,Diesel,Dealer,Manual,0
2008,19.9,38.75,57246,Diesel,Dealer,Automatic,2
2013,7.72,12.32,165078,Petrol,Individual,Automatic,0
2014,24.17,45.27,87966,CNG,,Manual,2
2012,3.29,5.77,172857,Petrol,,Manual,0
2020,8.26,13.43,138536,Diesel,Individual,Automatic,1
2009,19.07,33.49,68344,Diesel,Dealer,Manual,2
2009,27.16,34.01,142353,Petrol,Dealer,Manual,0
2013,10.96,16.35,51106,CNG,Dealer,Automatic,1
2006,14.52,35.37,122720,Petrol,Dealer,Manual,0
2022,10.5,20.01,95840,Petrol,Individual,Manual,0
2003,0.8,1.01,106293,Petrol,Dealer,Manual,0
2015,5.07,8.97,177112,Petrol,Individual,Automatic,2
2020,40.09,44.25,9998,Diesel,Dealer,Manual,1
2011,9.43,11.91,146589,Petrol,Individual,Automatic,0
2011,3.65,6.53,107083,Diesel,Dealer,Manual,0
2011,23.55,34.43,186354,Diesel,Dealer,Manual,2
2012,17.33,22.59,43866,Petrol,Individual,Manual,0
2004,20.27,40.03,114384,Petrol,Individual,Manual,0
2008,23.13,43.21,23969,Petrol,Individual,Manual,0
2017,28.82,42.45,101980,CNG,Dealer,Manual,0
2005,14.85,16.34,147855,,Individual,Manual,0
2013,15.18,25.77,119259,Petrol,Dealer,Manual,1
2008,20.41,32.86,32107,Petrol,Individual,Manual,1
2005,8.47,16.78,177703,Petrol,Dealer,Manual,0
2013,2.19,3.01,135831,Petrol,Individual,Manual,1
2017,20.41,25.29,15789,Diesel,Individual,Manual,0
2015,1.05,1.63,14214,Diesel,Individual,Manual,0
2022,38.67,47.58,71657,Petrol,Trustmark Dealer,Manual,1
2012,22.68,40.04,30482,,Trustmark Dealer,Manual,3
2008,8.21,10.41,164544,Petrol,Individual,Manual,0
2017,8.18,15.09,75536,Petrol,Individual,Manual,3
2020,40.77,49.16,49187,Diesel,Dealer,Manual,3
2020,16.54,19.3,32087,Petrol,,Automatic,0
2009,33.05,39.4,1941,Petrol,Individual,Automatic,2
2017,11.87,22.89,120340,Petrol,Trustmark Dealer,Manual,1
2020,33.88,,133393,Petrol,Individual,Manual,0
2020,,35.48,195539,Petrol,Dealer,Automatic,0
2022,2.0,2.12,46972,Diesel,Individual,Automatic,1
2011,9.24,15.43,87658,Petrol,Dealer,Manual,1
2004,23.36,28.34,40361,Petrol,Individual,Automatic,0
2010,27.99,46.38,42354,Petrol,Dealer,Manual,0
2022,3.71,6.0,67327,Petrol,Dealer,Manual,1
2004,14.04,30.46,193049,Petrol,Dealer,Manual,0
2013,8.41,15.81,48191,Diesel,Individual,Manual,2
2009,21.86,44.58,56828,Diesel,Individual,Manual,3
2008,18.77,38.49,11136,Petrol,Dealer,Manual,1
2012,7.74,19.12,147819,,Individual,Automatic,0
2007,7.69,9.19,67279,,Individual,Automatic,2
2013,1.03,1.56,73060,Petrol,Trustmark Dealer,Manual,1
2003,26.48,31.44,40342,Diesel,Individual,Manual,0
2004,15.4,20.9,197118,Diesel,Dealer,Manual,0
2003,14.08,16.42,82851,Petrol,Dealer,Manual,0
2021,33.37,49.29,177404,Petrol,Dealer,Automatic,0
2004,10.77,23.84,33961,,Individual,Manual,0
2023,27.9,37.74,107198,Petrol,Individual,Manual,0
2022,7.49,9.69,70810,Petrol,Dealer,Automatic,2
2023,1.24,1.66,30838,Diesel,Trustmark Dealer,Automatic,0
2006,18.04,21.46,15332,Petrol,Individual,Manual,1
2014,26.97,33.62,64001,Petrol,Individual,Automatic,3
2022,16.47,25.82,91329,Petrol,Individual,Automatic,1
2020,37.96,44.63,168422,Diesel,Individual,Manual,1
2003,17.37,22.26,120771,Petrol,Individual,Manual,2
2003,7.57,16.24,81954,Petrol,Individual,Manual,1
2016,31.98,45.89,49473,Petrol,Dealer,Automatic,1
2006,16.76,20.93,172969,Diesel,Individual,Manual,0
2007,10.01,14.21,12682,Petrol,Dealer,Manual,0
2013,5.34,5.79,153799,Petrol,Individual,Manual,0
2015,18.17,39.87,188741,Petrol,Individual,Manual,0
2018,33.03,41.43,44775,Petrol,Dealer,Automatic,0
2015,22.400000000000002,2.63,57941,Petrol,Dealer,Manual,2
2004,,18.57,13115,Petrol,Dealer,Automatic,2
2018,23.1,37.74,51937,Petrol,Dealer,Manual,0
2008,28.99,47.37,46132,Diesel,Individual,Automatic,0
2016,14.1,19.51,194110,Petrol,,Manual,3
2003,27.04,43.73,13025,Diesel,Dealer,Manual,0
2019,17.97,20.29,96439,Petrol,Dealer,Automatic,1
2013,4.51,9.8,59526,CNG,Individual,Manual,0
2021,0.88,1.17,148979,CNG,Dealer,Manual,0
2005,8.14,17.18,69832,Diesel,Dealer,Automatic,0
2013,13.63,,57108,CNG,Individual,Manual,0
2007,37.54,47.31,152935,Petrol,Individual,Automatic,2
2019,5.45,11.1,137757,Diesel,Individual,Manual,0
2009,15.53,19.73,7647,Petrol,Dealer,Automatic,0
2012,1.06,2.23,31145,Diesel,Dealer,Manual,1
2013,28.47,38.41,172634,Petrol,Individual,Automatic,0
2005,31.08,45.84,104894,Petrol,Dealer,Manual,0
2022,7.13,12.65,152839,CNG,Individual,Manual,2
2012,10.16,22.02,99702,Petrol,Individual,Automatic,1
2012,5.62,6.98,117839,Diesel,Dealer,Manual,3
2016,14.26,23.38,6430,Diesel,,Manual,1
2014,3.37,,135952,Petrol,Trustmark Dealer,Manual,1
2017,21.98,26.64,66662,Petrol,Individual,Automatic,0
2012,19.54,37.0,117775,Petrol,Individual,Manual,0
2012,22.63,28.11,61487,CNG,Individual,Manual,0
2021,9.25,13.02,40793,CNG,Individual,Automatic,1
2003,9.3,18.34,114584,Diesel,Dealer,Manual,0
2012,14.27,32.29,111549,Diesel,Individual,Automatic,2
2004,21.72,29.9,58590,Petrol,Individual,Manual,1
2019,3.19,7.7,72461,Petrol,Dealer,Manual,0
2009,18.49,42.4,53470,Petrol,Dealer,Manual,0
2009,19.09,24.28,199689,Petrol,Individual,Manual,1
2022,,8.96,64616,Petrol,Individual,Automatic,1
2011,4.07,7.02,101361,Petrol,Individual,Manual,1
2004,33.65,48.31,170743,Diesel,Individual,Manual,1
2016,10.74,14.8,137407,Petrol,Individual,Manual,0
